SUBSCRIBER_ID,TENURE,MONTHLY_CHARGES,TOTAL_CHARGES,CONTRACT_TYPE,PAYMENT_METHOD,WAIVER_ACTIVE,SUPPORT_CALLS,CHURN
6086249,60,8725.49,523529.4,Prepaid,Cheque,NULL,6,1
6012385,4,5825.84,23303.36,Postpaid,Cash,No,31,0
6077451,110,13275.67,1460323.7,Prepaid,Credit Card,Yes,15,1
6043826,41,2475.36,101489.76,Prepaid,Credit Card,Yes,50,0
6095167,77,10975.92,845145.84,Postpaid,Bank Transfer,No,8,0
6001942,18,6825.41,122857.38,Prepaid,Cash,Yes,NULL,1
6028375,95,14525.78,1379949.1,Prepaid,Cheque,No,24,0
6062914,68,3525.69,239746.92,Prepaid,Credit Card,NULL,37,1
6037408,13,12675.83,164785.79,Prepaid,Cash,Yes,13,0
6059671,84,5175.28,434723.52,Prepaid,Credit Card,Yes,45,0
6081534,58,15175.64,880187.12,Prepaid,Credit Card,No,2,1
6015849,101,2875.91,290466.91,Postpaid,Bank Transfer,Yes,29,0
6073268,36,9375.46,337516.56,Postpaid,Cash,No,17,0
6048152,7,6425.72,44980.04,Postpaid,Cheque,Yes,42,1
6094708,112,13825.39,1548443.68,Prepaid,Credit Card,NULL,10,0
6025489,45,2175.83,97912.35,Postpaid,Cash,No,33,1
6031267,79,11575.62,914473.98,Prepaid,Credit Card,Yes,46,0
6054928,25,4725.91,118147.75,Postpaid,Bank Transfer,Yes,4,0
6082175,116,14925.37,1731342.92,Postpaid,Credit Card,No,NULL,1
6019753,52,7625.84,396543.68,Postpaid,Cash,Yes,18,0
6076419,14,10575.29,148054.06,Prepaid,Cheque,Yes,45,0
6043685,98,3275.69,321017.62,Postpaid,Credit Card,No,6,0
6098524,63,14175.93,893083.59,Prepaid,Credit Card,NULL,NULL,1
6004167,30,5825.48,174764.4,Prepaid,Bank Transfer,Yes,27,0
6061059,89,12725.36,1132557.04,Prepaid,Cash,No,12,1
6036547,11,2675.74,29433.14,Postpaid,Credit Card,Yes,39,0
6058392,107,9825.61,1051340.27,Prepaid,Cheque,Yes,3,0
6085726,54,6325.89,341598.06,Prepaid,Credit Card,No,50,1
6012048,21,15375.42,322883.82,Prepaid,Cash,Yes,14,0
6079143,73,3975.56,290215.88,Prepaid,Bank Transfer,NULL,31,0
6045271,66,11225.84,740905.44,Prepaid,Credit Card,No,8,1
6093618,5,5475.39,27376.95,Postpaid,Cash,Yes,22,0
6009425,120,14575.71,1749085.2,Prepaid,Credit Card,Yes,47,1
6023157,39,2875.63,112149.57,Postpaid,Cheque,No,1,0
6064782,81,9175.86,743244.66,Postpaid,Credit Card,Yes,35,0
6038914,48,6825.29,327613.92,Postpaid,Cash,No,16,1
6051738,17,13175.47,223982.99,Prepaid,Bank Transfer,NULL,NULL,0
6080465,94,2475.92,232736.48,Postpaid,Credit Card,Yes,28,0
6017592,57,11875.38,676896.66,Prepaid,Cash,Yes,41,1
6075328,26,5125.64,133266.64,Postpaid,Credit Card,No,10,0
6042806,109,15025.83,1637815.47,Prepaid,Bank Transfer,Yes,24,0
6097145,34,3725.49,126666.66,Prepaid,Cheque,No,49,1
6006812,76,10275.76,780957.76,Prepaid,Credit Card,Yes,5,0
6029574,62,6575.28,407667.36,Postpaid,Cash,NULL,33,1
6063249,19,13725.91,260792.29,Postpaid,Credit Card,No,19,0
6031475,102,2175.36,221886.72,Postpaid,Credit Card,Yes,37,0
6056804,43,12525.79,538608.97,Prepaid,Bank Transfer,Yes,2,1
6089317,85,4825.93,410204.05,Prepaid,Cash,No,44,0
6014258,28,14675.41,410911.48,Postpaid,Cheque,Yes,13,1
6072684,115,6925.57,796440.55,Postpaid,Credit Card,Yes,26,0
6045931,50,10875.84,543792,Prepaid,Cash,No,0,0
6090826,12,3525.69,42308.28,Postpaid,Credit Card,NULL,NULL,1
6007549,91,15325.28,1394600.48,Postpaid,Bank Transfer,Yes,38,0
6021863,69,5725.91,395087.79,Postpaid,Credit Card,No,7,0
6068491,23,11975.46,275435.58,Prepaid,Cash,Yes,21,1
6059324,106,2675.83,283637.98,Prepaid,Cheque,No,46,0
6083156,37,14375.62,531897.94,Prepaid,Credit Card,Yes,15,1
6016489,78,4375.49,341288.22,Prepaid,Credit Card,Yes,32,0
6074032,55,9750.38,536270.9,Prepaid,Bank Transfer,NULL,4,0
6049715,9,6125.84,55132.56,Prepaid,Cash,No,50,1
6095284,113,13275.57,1500139.41,Prepaid,Credit Card,Yes,11,0
6002173,41,2875.69,117903.29,Prepaid,Cheque,Yes,29,0
6027648,64,11675.31,747219.84,Prepaid,Credit Card,No,17,1
6061954,16,5275.93,84414.88,Prepaid,Cash,Yes,NULL,0
6038391,100,14825.46,1482546,Prepaid,Bank Transfer,NULL,43,1
6054276,59,3925.78,231621.02,Prepaid,Credit Card,No,9,0
6089503,31,10375.49,321640.19,Prepaid,Cash,Yes,25,0
6013725,88,6825.91,600680.08,Prepaid,Credit Card,Yes,36,1
6076814,47,15125.37,710892.39,Postpaid,Cheque,No,6,0
6041082,20,2175.64,43512.8,Prepaid,Bank Transfer,Yes,48,1
6093467,118,8975.83,1059147.94,Prepaid,Credit Card,Yes,14,0
6005819,35,5625.29,196885.15,Prepaid,Cash,No,30,0
6029346,72,13875.71,999051.12,Prepaid,Credit Card,NULL,3,1
6067135,56,3425.92,191851.52,Postpaid,Credit Card,Yes,40,0
6032584,6,11725.48,70352.88,Postpaid,Cash,No,18,0
6051607,104,6325.86,657889.44,Prepaid,Bank Transfer,Yes,NULL,1
6084279,29,15425.39,447336.31,Prepaid,Cheque,Yes,23,0
6018952,97,2675.91,259563.27,Postpaid,Credit Card,No,45,1
6075406,18,9875.47,177758.46,Postpaid,Cash,Yes,12,0
6047835,83,4725.68,392231.44,Prepaid,Credit Card,NULL,34,0
6092148,61,14175.83,864725.63,Postpaid,Bank Transfer,No,8,1
6003462,15,7125.29,106879.35,Prepaid,Credit Card,Yes,27,0
6028715,111,12975.64,1440296.04,Postpaid,Cheque,Yes,49,0
6065829,44,3125.76,137533.44,Prepaid,Cash,No,1,1
6039147,75,14625.38,1096903.5,Postpaid,Credit Card,Yes,31,0
6057483,52,5825.91,302947.32,Prepaid,Credit Card,No,16,1
6081394,10,10875.47,108754.7,Prepaid,Bank Transfer,NULL,NULL,0
6015268,93,3925.84,365103.12,Postpaid,Cash,Yes,42,0
6079034,68,15375.29,1045519.72,Prepaid,Cheque,Yes,10,1
6042657,24,6275.63,150615.12,Prepaid,Credit Card,No,28,0
6096713,119,11925.86,1419177.34,Prepaid,Cash,Yes,37,1
6008145,38,2475.49,94068.62,Prepaid,Credit Card,No,5,0
6024371,86,13575.72,1167511.92,Prepaid,Credit Card,Yes,20,0
6061098,53,4825.91,255773.23,Postpaid,Bank Transfer,NULL,47,1
6037526,4,14975.38,59901.52,Prepaid,Cash,No,13,0
6059843,108,3275.64,353769.12,Prepaid,Cheque,Yes,35,0
6085217,42,10475.83,439984.86,Postpaid,Credit Card,Yes,2,1
6012684,79,6725.29,531297.91,Postpaid,Cash,No,44,0
6073159,27,14275.57,385440.39,Postpaid,Credit Card,Yes,15,1
6046972,96,2175.86,208882.56,Prepaid,Bank Transfer,Yes,NULL,0
6094581,65,9250.41,601276.65,Prepaid,Credit Card,No,26,0
6009358,13,5625.73,73134.49,Postpaid,Cash,NULL,39,1
6021746,114,13175.38,1501993.32,Postpaid,Cheque,Yes,7,0
6068405,33,3975.92,131205.36,Prepaid,Credit Card,No,18,1
6035218,70,11625.49,813784.3,Postpaid,Credit Card,Yes,50,0
6053927,58,7125.84,413298.72,Postpaid,Bank Transfer,Yes,11,0
6087642,22,15175.36,333857.92,Prepaid,Cash,No,33,1
6018539,101,2875.61,290436.61,Prepaid,Credit Card,Yes,24,0
6072461,46,9875.93,454292.78,Prepaid,Cheque,NULL,46,0
6041385,82,5275.48,432589.36,Prepaid,Credit Card,No,4,1
6097026,17,13975.72,237587.24,Postpaid,Cash,Yes,NULL,0
6004873,117,3525.29,412458.93,Prepaid,Bank Transfer,Yes,30,1
6026591,51,12575.86,641368.86,Prepaid,Credit Card,No,17,0
6062715,8,6825.43,54603.44,Prepaid,Cash,Yes,41,0
6039082,90,14675.91,1320831.9,Prepaid,Credit Card,No,9,1
6051439,63,2175.37,137048.31,Postpaid,Cheque,NULL,22,0
6085347,35,10575.69,370149.15,Prepaid,Credit Card,Yes,48,1
6017246,105,4725.82,496211.1,Postpaid,Cash,Yes,6,0
6078613,40,15325.46,613018.4,Prepaid,Bank Transfer,No,36,0
6045729,73,6125.94,447193.62,Prepaid,Credit Card,Yes,14,1
6093158,60,11775.38,706522.8,Prepaid,Credit Card,No,25,0
6002165,14,3275.79,45861.06,Postpaid,Cash,Yes,3,0
6029847,98,14225.63,1394111.74,Prepaid,Cheque,NULL,NULL,1
6064183,25,5675.41,141885.25,Postpaid,Credit Card,No,43,0
6031579,87,13125.92,1141955.04,Prepaid,Bank Transfer,Yes,12,1
6058706,54,2875.58,155281.32,Prepaid,Cash,Yes,29,0
6082431,19,9750.73,185263.87,Prepaid,Credit Card,No,40,0
6016395,110,6425.36,706789.6,Prepaid,Credit Card,Yes,8,1
6075042,31,14925.84,462701.04,Postpaid,Cheque,Yes,21,0
6048917,77,3925.61,302271.97,Prepaid,Cash,No,47,0
6096273,48,11475.29,550813.92,Postpaid,Bank Transfer,NULL,15,1
6007481,12,6825.93,81911.16,Prepaid,Credit Card,Yes,34,0
6023158,115,13875.47,1595679.05,Prepaid,Cash,No,1,1
6069524,37,2175.64,80498.68,Postpaid,Credit Card,Yes,50,0
6036841,69,12075.82,833231.58,Postpaid,Credit Card,Yes,NULL,0
6052379,56,5125.39,287021.84,Prepaid,Bank Transfer,NULL,27,1
6084715,21,15275.68,320789.28,Prepaid,Cheque,No,38,0
6018026,92,3725.91,342783.72,Postpaid,Cash,Yes,5,1
6071398,64,10375.46,664029.44,Prepaid,Credit Card,No,44,0
6045603,5,6325.79,31628.95,Prepaid,Credit Card,Yes,16,0
6091847,103,14575.38,1501264.14,Prepaid,Cash,Yes,32,1
6009735,43,2675.84,115061.12,Prepaid,Bank Transfer,No,10,0
6027468,80,9275.61,742048.8,Prepaid,Cheque,Yes,23,0
6063251,26,5575.29,144957.54,Prepaid,Credit Card,NULL,49,1
6034187,118,13475.92,1590158.56,Prepaid,Cash,Yes,7,0
6056912,59,4125.46,243402.14,Prepaid,Credit Card,No,35,1
6088523,16,11875.73,190011.68,Prepaid,Credit Card,Yes,2,0
6012754,85,6925.38,588657.3,Prepaid,Bank Transfer,Yes,NULL,0
6079341,50,15075.64,753782,Prepaid,Cash,No,46,1
6042879,11,2875.91,31635.01,Prepaid,Cheque,No,13,0
6095608,109,9850.37,1073690.33,Prepaid,Credit Card,Yes,28,1
6001349,34,5725.84,194678.56,Postpaid,Cash,NULL,41,0
6025784,74,14125.49,1045286.26,Prepaid,Credit Card,Yes,6,0
6067193,62,3175.62,196888.44,Prepaid,Bank Transfer,No,19,1
6038625,18,10975.93,197566.74,Prepaid,Credit Card,Yes,37,0
6053147,95,6525.47,619919.65,Postpaid,Cash,Yes,11,0
6080951,41,13675.82,560708.62,Prepaid,Cheque,No,50,1
6019476,88,2175.39,191434.32,Prepaid,Credit Card,Yes,24,0
6074832,23,12475.68,286940.64,Prepaid,Credit Card,NULL,3,1
6046518,120,4875.91,585109.2,Postpaid,Bank Transfer,No,NULL,0
6092734,52,14875.36,773518.72,Prepaid,Cash,Yes,33,0
6008269,7,3625.79,25380.53,Postpaid,Credit Card,Yes,15,1
6024315,99,10275.42,1017266.58,Prepaid,Cheque,No,45,0
6068072,36,6725.83,242129.88,Postpaid,Credit Card,Yes,8,1
6031958,71,15375.61,1091668.31,Prepaid,Cash,No,26,0
6059724,57,2475.94,141128.58,Prepaid,Bank Transfer,Yes,40,0
6085641,15,9175.28,137629.2,Postpaid,Credit Card,NULL,4,1
6013287,106,5425.69,575123.14,Prepaid,Cash,Yes,31,0
6072405,45,13275.86,597413.7,Postpaid,Credit Card,No,18,0
6049183,83,3975.51,329967.33,Postpaid,Cheque,Yes,48,1
6096357,29,11675.73,338596.17,Prepaid,Bank Transfer,Yes,12,0
6005124,113,6825.39,771269.07,Prepaid,Credit Card,No,NULL,1
6028793,61,14525.92,886081.12,Postpaid,Cash,NULL,22,0
6061435,20,2175.46,43509.2,Postpaid,Credit Card,Yes,39,0
6037541,97,10775.84,1045256.48,Postpaid,Credit Card,No,7,1
6052869,49,4725.29,231539.21,Prepaid,Cash,Yes,34,0
6087412,10,15175.63,151756.3,Prepaid,Bank Transfer,Yes,16,1
6016538,116,6125.78,710590.48,Prepaid,Cheque,No,47,0
6078954,38,12775.41,485465.58,Prepaid,Credit Card,Yes,1,0
6043206,76,3525.96,267972.96,Postpaid,Cash,No,29,1
6094719,53,13975.28,740689.84,Postpaid,Credit Card,NULL,43,0
6002875,24,2875.73,69017.52,Postpaid,Bank Transfer,Yes,10,0
6026941,89,9875.64,878931.96,Postpaid,Credit Card,Yes,25,1
6065382,66,5625.91,371310.06,Prepaid,Cheque,No,5,0
6039175,4,14375.38,57501.52,Postpaid,Cash,Yes,NULL,1
6057416,102,4175.82,425933.64,Prepaid,Credit Card,No,36,0
6081204,42,11975.49,502970.58,Postpaid,Credit Card,Yes,14,0
6018357,78,6325.76,493409.28,Prepaid,Bank Transfer,NULL,50,1
6074628,55,15475.29,851140.95,Prepaid,Cash,No,9,0
6045793,13,2675.83,34785.79,Prepaid,Cheque,Yes,21,1
6092164,111,9275.47,1029577.17,Prepaid,Credit Card,Yes,42,0
6009518,30,5825.69,174770.7,Postpaid,Cash,No,3,0
6023764,68,13175.92,895962.56,Postpaid,Credit Card,Yes,28,1
6068247,58,3925.48,227677.84,Prepaid,Credit Card,Yes,17,0
6031452,17,11575.63,196785.71,Postpaid,Bank Transfer,No,46,0
6059083,94,6725.37,632184.78,Prepaid,Cash,NULL,11,1
6086531,47,14925.84,701514.48,Prepaid,Cheque,Yes,NULL,0
6014975,81,2175.61,176224.41,Postpaid,Credit Card,No,30,1
6072348,22,10575.29,232656.38,Postpaid,Cash,Yes,6,0
6048621,119,4875.93,580235.67,Postpaid,Credit Card,No,38,0
6095704,39,13725.46,535292.94,Prepaid,Bank Transfer,Yes,19,1
6003189,73,3525.78,257381.94,Prepaid,Credit Card,Yes,24,0
6027453,60,12675.91,760554.6,Prepaid,Cash,NULL,49,1
6061907,8,6425.39,51403.12,Prepaid,Cheque,No,13,0
6038516,107,15225.73,1629153.11,Prepaid,Credit Card,Yes,35,0
6054723,51,2875.64,146657.64,Prepaid,Credit Card,Yes,2,1
6089345,27,9825.48,265287.96,Postpaid,Bank Transfer,No,44,0
6012864,86,5575.82,479520.52,Prepaid,Cash,Yes,8,0
6076159,64,14175.29,907218.56,Postpaid,Credit Card,NULL,NULL,1
6043278,12,3975.67,47708.04,Postpaid,Cheque,No,27,0
6091482,114,11875.93,1353856.02,Prepaid,Credit Card,Yes,41,1
6007946,35,6825.46,238891.1,Postpaid,Cash,Yes,15,0
6025138,90,15375.81,1383822.9,Prepaid,Bank Transfer,No,32,0
6067485,46,2175.38,100067.48,Prepaid,Credit Card,Yes,5,1
6032641,19,9675.74,183839.06,Postpaid,Cash,Yes,47,0
6058371,100,5325.29,532529,Prepaid,Credit Card,No,10,1
6084526,56,13575.92,760251.52,Postpaid,Cheque,NULL,23,0
6019738,3,3725.64,11176.92,Postpaid,Credit Card,Yes,39,0
6073041,105,11075.83,1162962.15,Prepaid,Cash,No,16,1
6046859,44,6525.47,287120.68,Prepaid,Bank Transfer,Yes,50,0
6097215,75,14675.39,1100654.25,Prepaid,Credit Card,Yes,4,0
6001427,63,2875.91,181182.33,Postpaid,Credit Card,No,NULL,1
6028694,14,10075.26,141053.64,Prepaid,Cash,Yes,33,0
6063158,117,5825.74,681611.58,Prepaid,Cheque,NULL,12,1
6039472,32,13975.48,447215.36,Prepaid,Credit Card,No,45,0
6051048,69,3275.83,226032.27,Postpaid,Bank Transfer,Yes,7,0
6085917,52,12475.61,648731.72,Prepaid,Cash,Yes,26,1
6017563,21,6725.29,141231.09,Prepaid,Credit Card,No,40,0
6074839,93,15175.86,1411354.98,Prepaid,Credit Card,Yes,1,1
6042187,48,2175.49,104423.52,Prepaid,Cheque,No,31,0
6093652,84,9250.73,777061.32,Prepaid,Cash,NULL,18,0
6005284,16,5475.38,87606.08,Prepaid,Bank Transfer,Yes,48,1
6027341,108,13375.91,1444598.28,Postpaid,Credit Card,Yes,9,0
6068579,57,3925.64,223761.48,Postpaid,Cash,No,NULL,0
6031865,26,11725.29,304857.54,Postpaid,Credit Card,Yes,11,1
6059412,118,6825.83,805447.94,Prepaid,Credit Card,No,37,0
6082735,40,14875.46,595018.4,Postpaid,Bank Transfer,Yes,4,0
6016482,77,2575.92,198345.84,Postpaid,Cheque,NULL,NULL,1
6078124,61,10275.37,626797.57,Postpaid,Cash,No,25,0
6045391,9,4725.81,42532.29,Prepaid,Credit Card,Yes,48,1
6096508,101,14275.69,1441844.69,Postpaid,Credit Card,Yes,16,0
6009832,37,3575.48,132292.76,Prepaid,Cash,No,29,0
6024157,70,12875.93,901315.1,Prepaid,Bank Transfer,Yes,7,1
6061729,55,6125.26,336889.3,Prepaid,Cheque,Yes,42,0
6038945,18,15375.74,276763.32,Postpaid,Credit Card,No,2,0
6053681,112,2875.39,322043.68,Prepaid,Cash,NULL,34,1
6087405,43,9875.82,424660.26,Postpaid,Credit Card,Yes,19,0
6012357,82,5625.47,461288.54,Prepaid,Bank Transfer,No,50,1
6079516,24,13725.91,329421.84,Prepaid,Credit Card,Yes,13,0
6046814,96,4125.68,396065.28,Prepaid,Cash,Yes,31,0
6092143,65,11675.34,758897.1,Prepaid,Cheque,No,5,1
6003578,11,6525.79,71783.69,Prepaid,Credit Card,Yes,NULL,0
6028647,109,14975.28,1632305.52,Postpaid,Credit Card,NULL,22,1
6065391,34,2175.83,73978.22,Postpaid,Bank Transfer,No,46,0
6037182,79,10575.46,835461.34,Prepaid,Cash,Yes,8,0
6059076,53,4825.91,255773.23,Prepaid,Credit Card,Yes,27,1
6081245,6,13925.63,83553.78,Prepaid,Cheque,No,40,0
6018749,115,3725.84,428471.6,Postpaid,Credit Card,Yes,14,0
6072635,45,12675.39,570392.55,Prepaid,Cash,No,3,1
6049527,88,6425.72,565463.36,Postpaid,Bank Transfer,NULL,35,0
6094812,20,15275.58,305511.6,Prepaid,Credit Card,Yes,18,1
6007164,103,2875.96,296223.88,Prepaid,Cash,Yes,49,0
6023419,59,9175.43,541350.37,Prepaid,Credit Card,No,10,0
6068057,15,5875.69,88135.35,Prepaid,Cheque,Yes,24,1
6031594,91,13475.82,1226299.62,Postpaid,Credit Card,No,1,0
6056821,62,3975.28,246467.36,Prepaid,Cash,Yes,NULL,1
6084739,28,11825.91,331125.48,Prepaid,Bank Transfer,NULL,38,0
6019268,120,6725.37,807044.4,Prepaid,Credit Card,No,12,0
6075412,36,14625.84,526530.24,Prepaid,Credit Card,Yes,44,1
6042385,74,2475.49,183186.26,Postpaid,Cash,Yes,6,0
6093074,50,10075.73,503786.5,Prepaid,Cheque,No,21,0
6008541,13,5525.38,71829.94,Postpaid,Credit Card,Yes,47,1
6027986,98,14175.62,1389210.76,Prepaid,Bank Transfer,Yes,15,0
6061438,67,3325.91,222835.97,Prepaid,Cash,No,30,1
6039754,22,12375.46,272260.12,Prepaid,Credit Card,NULL,9,0
6052146,106,6825.79,723533.74,Prepaid,Credit Card,Yes,43,0
6086592,41,15425.38,632440.58,Postpaid,Cheque,No,17,1
6013475,83,2175.64,180578.12,Postpaid,Cash,Yes,NULL,0
6078301,57,9675.82,551521.74,Postpaid,Bank Transfer,Yes,28,1
6045168,4,5125.47,20501.88,Postpaid,Credit Card,No,50,0
6097423,113,13675.93,1545380.09,Prepaid,Cash,Yes,4,0
6002639,39,3825.69,149201.91,Postpaid,Credit Card,NULL,36,1
6025718,72,11575.28,833420.16,Prepaid,Credit Card,No,11,0
6069845,54,6475.84,349695.36,Prepaid,Bank Transfer,Yes,26,0
6034182,17,15025.39,255431.63,Prepaid,Cheque,Yes,45,1
6057368,95,2875.72,273193.4,Postpaid,Cash,No,7,0
6081954,60,9825.61,589536.6,Prepaid,Credit Card,Yes,33,1
6018247,25,5725.93,143148.25,Prepaid,Credit Card,No,19,0
6073591,110,14375.48,1581302.8,Prepaid,Cash,NULL,NULL,0
6046875,31,3525.86,109301.66,Prepaid,Bank Transfer,Yes,41,1
6095136,86,12975.37,1115881.82,Postpaid,Cheque,Yes,13,0
6023168,49,6125.79,300163.71,Prepaid,Credit Card,No,23,1
6067214,12,15175.92,182111.04,Prepaid,Cash,Yes,48,0
6038549,117,2475.36,289617.12,Prepaid,Credit Card,No,5,0
6051487,44,2450.73,107832.12,Postpaid,Bank Transfer,Yes,32,1
6085321,78,8975.46,700085.88,Prepaid,Credit Card,NULL,16,0
6016954,63,13250.89,834806.07,Prepaid,Cash,No,39,0
6079082,8,6150.27,49202.16,Prepaid,Cheque,Yes,2,1
6042715,104,14875.64,1547066.56,Prepaid,Credit Card,Yes,29,0
6005127,35,920.35,32212.25,Prepaid,Credit Card,No,10,1
6028495,71,5740.92,407605.32,Postpaid,Cash,Yes,NULL,0
6063048,56,11280.56,631711.36,Prepaid,Bank Transfer,Yes,47,0
6032671,19,3895.41,74012.79,Prepaid,Credit Card,No,14,1
6059715,99,7560.88,748527.12,Postpaid,Cheque,NULL,34,0
6084763,52,NULL,#VALUE!,Postpaid,Cash,Yes,8,1
6015384,27,10425.37,281484.99,Postpaid,Credit Card,No,25,0
6071426,114,6830.75,778705.5,Prepaid,Credit Card,Yes,42,0
6048931,40,14560.29,582411.6,Prepaid,Bank Transfer,No,18,1
6092517,85,2175.84,184946.4,Postpaid,Cash,Yes,50,0
6007845,14,9350.63,130908.82,Prepaid,Credit Card,Yes,3,0
6026159,107,12840.91,1373977.37,Postpaid,Cheque,NULL,31,1
6068593,58,4625.58,268283.64,Prepaid,Credit Card,No,12,0
6039142,23,15000,345000,Prepaid,Cash,Yes,NULL,1
6053271,92,5725.36,526733.12,Prepaid,Bank Transfer,Yes,20,0
6087409,66,8110.47,535291.02,Postpaid,Credit Card,No,45,0
6012486,5,3265.92,16329.6,Prepaid,Cash,Yes,6,1
6075634,119,11950.74,1422138.06,Postpaid,Credit Card,NULL,37,0
6041708,33,6875.19,226881.27,Postpaid,Cheque,No,15,1
6098351,76,14225.86,1081165.36,Postpaid,Credit Card,Yes,28,0
6003916,51,975.42,49746.42,Prepaid,Bank Transfer,Yes,49,0
6029784,18,5310.68,95592.24,Postpaid,Cash,No,9,1
6061457,111,10875.35,1207163.85,Postpaid,Credit Card,Yes,24,0
6036825,47,3950.79,185687.13,Prepaid,Credit Card,Yes,1,0
6058947,80,12650.44,1012035.2,Prepaid,Cheque,No,NULL,1
6082316,29,7425.91,215351.39,Prepaid,Cash,NULL,43,0
6017549,97,1590.63,154291.11,Prepaid,Bank Transfer,Yes,17,1
6074103,62,9875.28,612267.36,Prepaid,Credit Card,No,35,0
6049258,10,13640.57,136405.7,Postpaid,Cash,Yes,11,0
6095741,105,4820.93,506197.65,Postpaid,Credit Card,Yes,26,1
6006278,43,11625.38,499891.34,Prepaid,Credit Card,No,40,0
6067832,69,2745.69,189452.61,Prepaid,Bank Transfer,Yes,4,1
6031954,54,8450.24,456312.96,Prepaid,Cheque,NULL,33,0
6089163,21,151.75,3186.75,Prepaid,Cash,No,14,0
6013862,116,14375.82,1667595.12,Prepaid,Credit Card,Yes,48,1
6072549,37,6280.46,232377.02,Prepaid,Credit Card,Yes,7,0
6045183,73,10150.39,740978.47,Postpaid,Cash,No,NULL,0
6093078,59,3580.74,211263.66,Postpaid,Bank Transfer,Yes,22,1
6008453,16,12925.68,206810.88,Postpaid,Cheque,No,38,0
6026741,94,5595.31,525959.14,Prepaid,Credit Card,NULL,10,1
6061385,48,13750.95,660045.6,Postpaid,Cash,Yes,46,0
6039572,87,2875.47,250165.89,Prepaid,Credit Card,Yes,5,0
6057814,25,7940.62,198515.5,Prepaid,Bank Transfer,No,30,1
6085297,102,11975.83,1221534.66,Prepaid,Credit Card,Yes,19,0
6012438,64,4165.29,266578.56,Postpaid,Cash,No,41,1
6078645,7,14925.76,104480.32,Postpaid,Cheque,Yes,13,0
6043712,118,6920.54,816623.72,Prepaid,Credit Card,NULL,27,0
6096524,42,8825.91,370688.22,Prepaid,Credit Card,No,50,1
6005187,79,5245.38,414385.02,Postpaid,Bank Transfer,Yes,2,0
6028943,55,13350.67,734286.85,Prepaid,Cash,Yes,NULL,0
6067425,13,2360.82,30690.66,Prepaid,Credit Card,No,36,1
6032861,109,10725.49,1169078.41,Postpaid,Cheque,Yes,8,0
6051397,30,6485.73,194571.9,Prepaid,Credit Card,Yes,23,1
6084751,68,1535.26,104397.68,Prepaid,Cash,No,44,0
6019273,61,12580.94,767437.34,Postpaid,Bank Transfer,NULL,16,0
6073418,20,7350.61,147012.2,Postpaid,Credit Card,Yes,32,1
6048605,100,11475.28,1147528,Prepaid,Cash,No,6,0
6092147,46,4325.86,198989.56,Prepaid,Credit Card,Yes,47,1
6009765,84,14650.37,1230631.08,Prepaid,Cheque,Yes,12,0
6024537,17,7850.92,133465.64,Prepaid,Bank Transfer,No,29,0
6068019,113,9850.46,1113101.98,Postpaid,Credit Card,Yes,39,1
6037482,53,3150.79,166991.87,Prepaid,Cash,NULL,3,0
6059243,9,13475.63,121280.67,Postpaid,Credit Card,No,NULL,0
6081376,96,5975.42,573640.32,Postpaid,Credit Card,Yes,25,1
6015648,35,12125.88,424405.8,Postpaid,Cash,Yes,45,0
6075123,72,2680.51,192996.72,Postpaid,Bank Transfer,No,11,1
6042897,58,15625,906250,Prepaid,Cheque,Yes,34,0
6097358,24,6430.76,154338.24,Prepaid,Credit Card,No,17,0
6003145,115,10950.24,1259277.6,Postpaid,Cash,NULL,28,1
6028671,41,3715.93,152353.13,Prepaid,Credit Card,Yes,49,0
6064583,77,14025.69,1079978.13,Prepaid,Bank Transfer,Yes,7,1
6039128,63,8275.47,521354.61,Postpaid,Credit Card,No,20,0
6052736,6,5140.85,30845.1,Postpaid,Cheque,Yes,42,0
6086941,108,13275.36,1433738.88,Postpaid,Cash,No,14,1
6018352,38,2985.71,113456.98,Prepaid,Credit Card,Yes,NULL,0
6072495,90,11750.92,1057582.8,Prepaid,Credit Card,NULL,31,0
6049786,52,4635.48,241044.96,Prepaid,Bank Transfer,No,5,1
6095423,15,14975.27,224629.05,Prepaid,Cash,Yes,38,0
6006815,101,7025.64,709589.64,Postpaid,Cheque,Yes,18,1
6023748,45,9150.39,411767.55,Prepaid,Credit Card,No,46,0
6069152,86,3560.82,306230.52,Prepaid,Cash,Yes,9,0
6031274,28,12775.53,357714.84,Postpaid,Credit Card,Yes,24,1
6058476,120,5860.94,703312.8,Prepaid,Credit Card,No,40,0
6085319,34,10325.76,351075.84,Prepaid,Bank Transfer,NULL,1,1
6078632,70,2185.47,152982.9,Prepaid,Cash,Yes,33,0
6045169,57,14175.83,808022.31,Postpaid,Cheque,No,15,0
6092781,11,6785.21,74637.31,Prepaid,Credit Card,Yes,NULL,1
6007532,104,11250.68,1170070.72,Prepaid,Cash,NULL,27,0
6029481,49,4950.37,242568.13,Postpaid,Credit Card,Yes,50,0
6061743,82,13875.92,1137825.44,Postpaid,Bank Transfer,No,10,1
6036859,19,7355.46,139753.74,Prepaid,Credit Card,Yes,35,0
6053914,98,8750.29,857528.42,Prepaid,Cash,Yes,4,1
6087426,66,3290.85,217196.1,Postpaid,Cheque,No,21,0
6015283,3,15250.61,45751.83,Postpaid,Credit Card,Yes,43,0
6071049,112,6180.44,692209.28,Prepaid,Credit Card,NULL,13,1
